class,image_path,name,xmax,xmin,ymax,ymin
4,0c70aa158825293871d69568ed9d5964.jpg,CONSTRUCTION_ROAD,1409,25,650,261
4,0c70aa158825293871d69568ed9d5964.jpg,CONSTRUCTION_ROAD,1889,637,694,269
8,3878eee7e16d75de50887af2e95aa92d.jpg,SAND_ON_ROAD,1912,637,736,129
,c9da615c2e730706799fde3c4c1f2e15.jpg,,,,,
,9c29ae59cb19392ae2bf9e91d89cda5e.jpg,,,,,
,ffe097c41e8ecfd403bad97ec728ab4c.jpg,,,,,
2,d78c38dc23e2c058d4f26395c2d886b0.jpg,POTHOLES,642,172,598,445
,10cbc28a28299dac6f0f179cb0b55349.jpg,,,,,
3,54492539bb5b862a20be39eeab54fdbe.jpg,GARBAGE,1806,1437,583,459
3,54492539bb5b862a20be39eeab54fdbe.jpg,GARBAGE,1915,1668,598,471
,868b48e278883b9b2e9cc7cfc12c6988.jpg,,,,,
,e7d81dfc1e2f7470ea05eca9674c300f.jpg,,,,,
,dc7444ba090a1eaf36f24c19a82685d9.jpg,,,,,
4,9676e42d0de73ab753ce2db2e42ef437.jpg,CONSTRUCTION_ROAD,1863,12,1068,206
,ca5275d8d645ff6c4bdb4d14568eef7f.jpg,,,,,
,8db2ef89edad8b58403946ca2d2ea559.jpg,,,,,
,e07de2d81df5b54e282c90446a176ec7.jpg,,,,,
,145dd30e56217d15f45265c8cbc5e45a.jpg,,,,,
,17653a5e9fc6478df0c10cf0e6e7fe65.jpg,,,,,
4,e7e1f0aee24a9a9efacc6ced4f738865.jpg,CONSTRUCTION_ROAD,1862,19,740,198
,5b67d902cb0fb98e190aae3e75d7cbb6.jpg,,,,,
,562583cd866b4292098df53b78db21dd.jpg,,,,,
,653baa066406b519bcf057b64f96aee3.jpg,,,,,
,bd698f3f0f4b3944d47cdca298f7d46b.jpg,,,,,
5,112163fa3fc4b9a69adf807c252535c4.jpg,BROKEN_SIGNAGE,1684,1253,481,315
,af3b6bc201f381abacd947945f65bc4f.jpg,,,,,
,33b1b9b1a60d285424c733c312d8864e.jpg,,,,,
,7b0b0d86ef4f1f72aef9026e7891149b.jpg,,,,,
4,db17e6ac9dde6673144c2ee57fa8f1b2.jpg,CONSTRUCTION_ROAD,1676,896,558,284
,55a343a6b07e09a46f784b4f78dd0b4a.jpg,,,,,
3,844adca64c13485e7310bbc7b1695971.jpg,GARBAGE,838,603,564,470
2,fb23e0a8865099d9f1ef2e8e297fdecc.jpg,POTHOLES,1213,720,845,490
2,fb23e0a8865099d9f1ef2e8e297fdecc.jpg,POTHOLES,1276,655,1038,527
0,5fd2c08935bcff135f6f9e14032dc9c6.jpg,GRAFFITI,1930,1008,506,206
,c94d2db100630bd77b1863c139c4ae8d.jpg,,,,,
,984841724143c66506986b3faa50e4b9.jpg,,,,,
,239b99c2a0fca1f9cfa799a5c7cee507.jpg,,,,,
4,b47f37656071b8e1138588104982d4f3.jpg,CONSTRUCTION_ROAD,1880,830,573,309
4,b47f37656071b8e1138588104982d4f3.jpg,CONSTRUCTION_ROAD,1345,47,536,286
8,7e0f579bc9479dfb90ba9004f5590ee1.jpg,SAND_ON_ROAD,1478,19,714,128
0,2d0bf3613f52c721467c080880e68bc1.jpg,GRAFFITI,1914,1629,469,305
,8e30163153538aa250afb9b628346dc7.jpg,,,,,
,6cf9bfac4df1d455b1120e1965b73cc2.jpg,,,,,
,3bff21e50de27e1145a3e129928a04ce.jpg,,,,,
,060a2994c6e1d3e22e18fa84b5a91714.jpg,,,,,
4,9f6dcb19f4bea85b142526c5952ece2f.jpg,CONSTRUCTION_ROAD,1006,17,699,142
4,9f6dcb19f4bea85b142526c5952ece2f.jpg,CONSTRUCTION_ROAD,1567,422,576,204
,855337bffa69447ee75e4b5fd1d9a760.jpg,,,,,
7,0810b0c5aa23bf0da4b282c5bf2c100c.jpg,BAD_BILLBOARD,1910,1229,408,69
,e6551de8639972ffa52639be1b9d1034.jpg,,,,,
7,8cdbc3428f655b508a4c6b452a1c351b.jpg,BAD_BILLBOARD,466,258,383,269
,a89d1125c696902482c75c28abdd8644.jpg,,,,,
,643ba9db15edc596e8115c4467de6340.jpg,,,,,
,027a4ea75b44bb19e5462d550af31565.jpg,,,,,
,546f362d9961b5c625d371a58da6b962.jpg,,,,,
4,a35cb0606bd86246d8ad895500b91ab5.jpg,CONSTRUCTION_ROAD,1813,1068,615,264
4,a35cb0606bd86246d8ad895500b91ab5.jpg,CONSTRUCTION_ROAD,903,56,739,124
4,a35cb0606bd86246d8ad895500b91ab5.jpg,CONSTRUCTION_ROAD,1301,989,484,324
,d62007bfea06ac9445d646987f191604.jpg,,,,,
,68ace3b08112478dfac972ebff6f77ff.jpg,,,,,
,274787c4c9775cc8cc524de10394bb0d.jpg,,,,,
0,3b147798c470499ea069ea1229aab29b.jpg,GRAFFITI,1923,1290,609,403
,41c39e59218d53bb434ea7264a9de991.jpg,,,,,
4,616b92b0ce6585b83a476994a6b7b2d1.jpg,CONSTRUCTION_ROAD,1860,136,792,244
4,616b92b0ce6585b83a476994a6b7b2d1.jpg,CONSTRUCTION_ROAD,1096,14,768,205
,efb25b9bc4d7e8da6e6db4a75cb2d6f8.jpg,,,,,
,c8b35138679c1040f4b043af3440767b.jpg,,,,,
,6709bf8ddcfd126c7d553f11dda7e9bc.jpg,,,,,
,997b1402c029af47c5a0a13d353b7732.jpg,,,,,
2,5d289f1c7ffe17b86003249edccce767.jpg,POTHOLES,1174,470,825,554
,29a089b07150e555c542123e6eb8769e.jpg,,,,,
,aae5b735308736e43f7fa3f8f2145671.jpg,,,,,
,34ea119cbe04735526278b72143a65b5.jpg,,,,,
0,39acda862f5037830953db83eb0669f3.jpg,GRAFFITI,313,60,473,354
0,39acda862f5037830953db83eb0669f3.jpg,GRAFFITI,204,8,484,358
,215c367d69d411036629305b56064958.jpg,,,,,
,f9bb9d46deecb22dfd11c39bc5a2c80a.jpg,,,,,
4,7963b92e636f306bbc85361ae3d58607.jpg,CONSTRUCTION_ROAD,965,577,495,254
0,431d0a434ef8b4125e90f3e41a152bb5.jpg,GRAFFITI,1925,1486,392,211
,03e6d1b2da1bd27840a6ed2083a6aeb1.jpg,,,,,
,6eff0090797fb4c304f74d2094f8afff.jpg,,,,,
,ca893350922b81e5af361dcfb6a2d97a.jpg,,,,,
,3de30c56414ce72d068eafc1632165d0.jpg,,,,,
2,ee50ecc051ce9bda0a13bc5c6167244d.jpg,POTHOLES,1392,828,1079,762
2,ee50ecc051ce9bda0a13bc5c6167244d.jpg,POTHOLES,1227,734,943,622
,a2e14a44b813bee2aa5935237734a4a8.jpg,,,,,
,75e8cf58815dbdd0e0428af594c06281.jpg,,,,,
,0d018b509a61b4c32ae9abe5b5bbe677.jpg,,,,,
,4fe5880d1db190490e8f74c790ccae0c.jpg,,,,,
,9641031a5c21147a4f59f7df96998134.jpg,,,,,
7,0f8c35a29c307f35b938ab2147c62602.jpg,BAD_BILLBOARD,1498,862,87,-4
4,7f13f4c3359586b7e8b1b67e17e07a5f.jpg,CONSTRUCTION_ROAD,538,-3,600,377
4,7f13f4c3359586b7e8b1b67e17e07a5f.jpg,CONSTRUCTION_ROAD,859,321,537,425
4,0ec9656d431a711a03afd1c601d0fce0.jpg,CONSTRUCTION_ROAD,1898,732,763,54
2,433b7bd5d86108c1cbd7f29ebd9a5b04.jpg,POTHOLES,1654,1119,841,569
2,433b7bd5d86108c1cbd7f29ebd9a5b04.jpg,POTHOLES,650,6,897,530
2,433b7bd5d86108c1cbd7f29ebd9a5b04.jpg,POTHOLES,1902,1306,1011,676
,4dcb0ef2715fc189a024dc97b0c0e766.jpg,,,,,
,982253584fed719e9b48b53661df502e.jpg,,,,,
,14ab2673654f3bf2b028aea84f938adb.jpg,,,,,
3,cf2ba44617ad634474bbbd0d1c8d734d.jpg,GARBAGE,219,0,639,504
,30430aff07ced25a0de9a088aecd99fc.jpg,,,,,
0,65f2672e3137876abacb94ed14663848.jpg,GRAFFITI,1922,1446,634,250
,fcc00fec4afde07590dd1f0ad8bd371c.jpg,,,,,
,15f3cf92a734d3f1f9fa43c51161a7db.jpg,,,,,
,54bd134d15e7b274e3811b61257c12b9.jpg,,,,,
,22f44160adf8eeee3ea666ee10c2634b.jpg,,,,,
,4a67704037b7fc26b279e16b55d34f04.jpg,,,,,
,1b60a85a3551fc4c3d5038c1e386c86b.jpg,,,,,
,e67434e503baadb968f51f3244b7a8dd.jpg,,,,,
,8486b0afefec4f81549b39b14baa7bcc.jpg,,,,,
7,c19ddf64e1ae55c8267617b9c1e2e87e.jpg,BAD_BILLBOARD,1385,1150,390,297
3,e6ff70b13a659f6e32ad45f3f29a8bd6.jpg,GARBAGE,1783,1402,466,347
3,e6ff70b13a659f6e32ad45f3f29a8bd6.jpg,GARBAGE,1395,1068,491,371
4,4214f9a9854acf0ec6d65b4f9a05cf92.jpg,CONSTRUCTION_ROAD,1898,1023,799,290
2,4214f9a9854acf0ec6d65b4f9a05cf92.jpg,POTHOLES,1099,648,1086,694
2,4214f9a9854acf0ec6d65b4f9a05cf92.jpg,POTHOLES,1128,830,791,579
,87e1463f0d2af1b9609cf91e5e34b990.jpg,,,,,
7,33dc59f619426fa9389b9c9e5bd3594b.jpg,BAD_BILLBOARD,1916,842,348,10
2,bac554f9a779f419d008695b6327393d.jpg,POTHOLES,641,41,682,541
,199774ddac89791123a3851ae6a5d4ce.jpg,,,,,
3,b7ae5d3819b37745fbad29895b5e2266.jpg,GARBAGE,1909,1401,545,372
,1e3d69a589547061d343592cd3e9a36f.jpg,,,,,
0,4345cb76815bdacd7334a104681fc51d.jpg,GRAFFITI,1819,1093,611,202
4,cc60254be509d94718d053c4550506c1.jpg,CONSTRUCTION_ROAD,1939,-62,1080,265
4,495af014c137557acd195960f3272f33.jpg,CONSTRUCTION_ROAD,1885,34,1073,152
4,a76f4823e9b96ea01c8df6103484c39c.jpg,CONSTRUCTION_ROAD,1814,63,1018,203
,fccd79371724e5a9aa63e2e7888dfe65.jpg,,,,,
,71c126be20c8e5fe7480962b3bca186d.jpg,,,,,
,9312d5f646b5c51bd15bd6e32ed56079.jpg,,,,,
,a1a8a07362a745d8646ba34ee7d00548.jpg,,,,,
8,93fa0f557da40fa8d4e7db89401fe91a.jpg,SAND_ON_ROAD,1949,189,704,97
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,664,14,612,124
4,b4d8a8d8dcbb7f9e5e837464166130f1.jpg,CONSTRUCTION_ROAD,869,132,537,209
3,42f7ed6fe6eb1fa5062c00649884bcef.jpg,GARBAGE,683,426,443,344
,1ee4e0e34382a28f245af59b71c6ec5f.jpg,,,,,
,b25a6b70db69b0e748f61a313c7aa619.jpg,,,,,
,dff823faa3c5d538695fcf6f9e5d09eb.jpg,,,,,
7,f38fdf3fcfd4d825dcdcc00e35ba7108.jpg,BAD_BILLBOARD,1803,1329,327,129
,a25e623ffe18e3b5b148418ce9f8afcf.jpg,,,,,
,5532dbe5ce702c9799ae13b3442f7163.jpg,,,,,
3,54ec0df4ebb186bf07961530482c91a8.jpg,GARBAGE,743,467,671,524
,46b2f729cc6f9d1a5573b359e4ccd407.jpg,,,,,
3,ea57cc594dba39b5b25617a7f6ae87d5.jpg,GARBAGE,842,501,547,323
,fe250f3ebe247fca8c2bda6cbba34f93.jpg,,,,,
3,1cf78233077ac5bc53280421b9d9e964.jpg,GARBAGE,482,209,780,635
,7d528fd428c09ce1c0bcff97a005ae00.jpg,,,,,
,6977a44c296653f9810943a23a754354.jpg,,,,,
3,f4c8c6e64e4f4650c7e43f068ea3579c.jpg,GARBAGE,1698,1267,506,382
,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,,,,,
,1288bb76e741271c7e89582a6b533d47.jpg,,,,,
4,296eae8fb3a05e23c6988fac469b7d92.jpg,CONSTRUCTION_ROAD,1898,1198,961,129
,53615e0a68534feec307306211cbf235.jpg,,,,,
2,9616a8794e33ecd5acd7d31ccaa0ac33.jpg,POTHOLES,1079,729,871,552
,21a412f422032d6e39ed56a12d4c6f2c.jpg,,,,,
,2be91de007776edc8eaf1561628032a1.jpg,,,,,
3,013a2601f72a8aeb8d4bdbd863885108.jpg,GARBAGE,1604,1170,852,665
3,58c438e160bceb8efea2913b109b0d71.jpg,GARBAGE,545,101,481,318
0,87ca156667e1255ddc51858577f9fcde.jpg,GRAFFITI,1705,77,898,197
,fb1182fed989b025652da0d3797c9bb3.jpg,,,,,
,ad73024702a86ceac35ae439097fd6ac.jpg,,,,,
3,70d4b859467648836e038fd5ae1494d9.jpg,GARBAGE,1481,1260,462,318
4,56f904f8056ee4d72a5f6bbe03ea762e.jpg,CONSTRUCTION_ROAD,648,12,606,149
4,56f904f8056ee4d72a5f6bbe03ea762e.jpg,CONSTRUCTION_ROAD,883,171,538,217
4,92d4446d0abe8098a1646d99661b16db.jpg,CONSTRUCTION_ROAD,1924,1071,1014,0
4,92d4446d0abe8098a1646d99661b16db.jpg,CONSTRUCTION_ROAD,1155,236,570,213
,03ccdbd49e929e1b2eb60dce6a843e54.jpg,,,,,
,6208dbdfa647926b6b61460834b17d5c.jpg,,,,,
,87ff1f59040b92b9c3ae114c74ad74cb.jpg,,,,,
,e0dc8bedc99ae728628eb20d10dfc7a9.jpg,,,,,
,7bef9ac381b556a961e45df1df6ae1ac.jpg,,,,,
,0b9e328782e05c2f65d81ddd006d7216.jpg,,,,,
8,9f3ed082b412be06812cbe56d1c5b6fa.jpg,SAND_ON_ROAD,1694,3,691,306
0,3ddd89ecebcbf4b8e6e766473229cdeb.jpg,GRAFFITI,1410,1154,529,405
0,3ddd89ecebcbf4b8e6e766473229cdeb.jpg,GRAFFITI,1507,1286,519,383
4,a5701108d046ef8819af0d65a4ad38bb.jpg,CONSTRUCTION_ROAD,717,-3,589,197
4,a5701108d046ef8819af0d65a4ad38bb.jpg,CONSTRUCTION_ROAD,899,327,491,258
,a487958bf090eff022cc293eb252c7d9.jpg,,,,,
,fb96ea9e80248aadc632a18a27876491.jpg,,,,,
,c23ab2f2cf671ef44ed328bc6f4fd2c9.jpg,,,,,
7,023635a9e76f3c09d07824e19ee83d37.jpg,BAD_BILLBOARD,668,339,543,388
7,c31b5b9130ad2ecdfd2bf6719447364b.jpg,BAD_BILLBOARD,1911,1626,362,205
4,8b2c77725e46f1fc311225138275db82.jpg,CONSTRUCTION_ROAD,979,267,565,251
4,8b2c77725e46f1fc311225138275db82.jpg,CONSTRUCTION_ROAD,661,-23,745,79
4,780f33f53a1374544b47f13e6641e7db.jpg,CONSTRUCTION_ROAD,1211,40,706,290
4,780f33f53a1374544b47f13e6641e7db.jpg,CONSTRUCTION_ROAD,1915,1170,745,349
4,780f33f53a1374544b47f13e6641e7db.jpg,CONSTRUCTION_ROAD,1583,777,610,345
,a73e9b124bc58ba7f6cd89ab5c4d1c19.jpg,,,,,
2,2084e198d68642cc2d9bbf0f556d1717.jpg,POTHOLES,1898,1254,969,611
3,1938d08b7993abd476e96d708cdc283f.jpg,GARBAGE,541,285,536,414
,d3836200227217bb0acddb6e5829df6d.jpg,,,,,
4,86ebabd53e33c59c5c820ea16b945c4e.jpg,CONSTRUCTION_ROAD,567,-1,689,160
4,86ebabd53e33c59c5c820ea16b945c4e.jpg,CONSTRUCTION_ROAD,933,328,511,298
4,86ebabd53e33c59c5c820ea16b945c4e.jpg,CONSTRUCTION_ROAD,845,115,570,267
,036c656e46e541468e016e6430be74e5.jpg,,,,,
3,82a58fb3a2c1645d0bf38d7a3d8fea6e.jpg,GARBAGE,1818,1080,673,380
,224c0ba1ef8f4cc8966c7800951bb129.jpg,,,,,
,15afe8bce6c71deed2d53f56b78b90a8.jpg,,,,,
7,c9821123923c0751ae9f904086f0eb5a.jpg,BAD_BILLBOARD,1924,1281,91,-1
3,c9821123923c0751ae9f904086f0eb5a.jpg,GARBAGE,434,219,737,633
,c5305c580e423ab440ed93b4fc7f500b.jpg,,,,,
,6a19e0c044e1738ef32442b80f226255.jpg,,,,,
4,ad62c5dadcf94f074f7437c40b36a688.jpg,CONSTRUCTION_ROAD,1456,9,877,466
0,c5532ecd4e4442938e16dbc56d1e6fe8.jpg,GRAFFITI,1417,1098,421,276
0,c5532ecd4e4442938e16dbc56d1e6fe8.jpg,GRAFFITI,1590,1275,422,283
2,c5532ecd4e4442938e16dbc56d1e6fe8.jpg,POTHOLES,764,269,704,466
,c8567e24bd5c0a9734ce69b6c8ce66ad.jpg,,,,,
,c79f8c658c9097c8d4598fdd013d9047.jpg,,,,,
,1e266d8d164eb734dc04032a2a4e20ce.jpg,,,,,
7,8963f06222cf749e434d0d873cd01470.jpg,BAD_BILLBOARD,1900,309,842,-30
,54e48ca9bc3dd622ff37a67b601cacf6.jpg,,,,,
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1908,451,1095,508
4,4bf7d261f1ebfe22588dd887d86f477a.jpg,CONSTRUCTION_ROAD,1359,11,1103,469
,de716ddbdf950a1712bda5198fa672ac.jpg,,,,,
4,cc0a2b951712494758072ef4d67d9cbd.jpg,CONSTRUCTION_ROAD,916,264,572,229
4,cc0a2b951712494758072ef4d67d9cbd.jpg,CONSTRUCTION_ROAD,703,-20,857,113
4,cc0a2b951712494758072ef4d67d9cbd.jpg,CONSTRUCTION_ROAD,1886,1089,564,277
3,b53e6271f6c01ba6a525beaab70ee2d5.jpg,GARBAGE,442,-9,505,350
,2184dd94e5bafd1cd07bc6628d4b316e.jpg,,,,,
2,bec7b68d88aa4a1c89bae63552c82d2d.jpg,POTHOLES,1354,817,1028,565
,82e26544978bd08277e925db991425a3.jpg,,,,,
,7c1e4b1e92b7c6f247978d3995b53897.jpg,,,,,
,0d1b0324a9f32929b59bcdda70ccc2b0.jpg,,,,,
8,3ef4e9c9e8ebdd22f21e8a7f972b84cf.jpg,SAND_ON_ROAD,1916,752,476,231
,8d3a7bf52689d243693fea3798742c70.jpg,,,,,
,6c114914cb336bf22cd508376fba9882.jpg,,,,,
,b4acfbaf2d7f13d91f7c34734829f8f6.jpg,,,,,
,c51fb049d61a683d1f7b75bef23e323e.jpg,,,,,
,386fbef0ddd206c8e2955c16c9b36195.jpg,,,,,
3,87cf9231da9283756e2b486749866fe7.jpg,GARBAGE,1910,1673,620,501
,32a14344eff289e15ac802c4d45a43a8.jpg,,,,,
,fbda53b68ad4dac62e2961c481d96c02.jpg,,,,,
7,ebb982611b59153bc9877bba4e6a2a80.jpg,BAD_BILLBOARD,841,543,350,169
4,e6ce43043a22e692be454ccfd4b2a6ee.jpg,CONSTRUCTION_ROAD,1905,399,867,211
4,e6ce43043a22e692be454ccfd4b2a6ee.jpg,CONSTRUCTION_ROAD,1907,1471,721,262
8,0f91ec1533b845b13089f8cf4e0a36f7.jpg,SAND_ON_ROAD,1903,1370,577,113
,1ff133066ec2cc0ad9fcd2813f9b00b5.jpg,,,,,
,8213aba8ee8c7bbaae2b30b1cf6847af.jpg,,,,,
,e8e876099b47a4beaa24437c88a9bf6d.jpg,,,,,
,0c91a440ef40a7ff17cf187147222efb.jpg,,,,,
3,d16e36fdc0f1941d930af99720e87f5c.jpg,GARBAGE,1462,1276,417,338
,e91eb51fcd2cea830156ee8854e5896d.jpg,,,,,
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,1033,55,717,291
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,1162,267,857,342
,a31b799c36fa56c3a8362498355d000a.jpg,,,,,
,7306fc5f03b6c20d35256578b6e22b15.jpg,,,,,
,8667b7b88a9d3172b2f1bf6ffdc89d64.jpg,,,,,
7,9f208c21db1b0f84255ee78da187cb22.jpg,BAD_BILLBOARD,1454,860,479,294
7,9f208c21db1b0f84255ee78da187cb22.jpg,BAD_BILLBOARD,1908,1582,444,296
,95dcb220b2872dbb99cfc87c9139e066.jpg,,,,,
8,f9b3aed430d183cb67a62b195afcf701.jpg,SAND_ON_ROAD,1266,108,814,442
,f735162bcc2c6129f0d07943a24db460.jpg,,,,,
2,b74d5123a0ef9033166aef53eabce082.jpg,POTHOLES,1936,1191,1096,686
2,b74d5123a0ef9033166aef53eabce082.jpg,POTHOLES,784,280,1098,608
,cf5c051d95b629a2799e45749341c9df.jpg,,,,,
,3bfc7dcc43f2f036f2e701f4891a5122.jpg,,,,,
2,bb2054de41fe66067caf40ffe248a37d.jpg,POTHOLES,1223,717,695,407
,a2e954b5638c6d9da50060dc823f714e.jpg,,,,,
,3a26dfa41bc55045d7328abb4aa053a0.jpg,,,,,
5,991ce232d32e86757b06fc6700c3797f.jpg,BROKEN_SIGNAGE,1507,274,1070,579
5,e92e5fe06a92949b534ce73c11b26673.jpg,BROKEN_SIGNAGE,1711,1341,761,463
,d13d9a31e561768f075148900d34e9a5.jpg,,,,,
,94adf640c37c377d0303c0dfba753713.jpg,,,,,
4,0c36c2e1f46f11c5d5bd490ec73b4632.jpg,CONSTRUCTION_ROAD,1882,1111,599,340
4,747a5fff2923b5dcda6487dc632d5b8a.jpg,CONSTRUCTION_ROAD,785,294,441,270
4,747a5fff2923b5dcda6487dc632d5b8a.jpg,CONSTRUCTION_ROAD,1338,631,399,255
,b0bdc4875ed14650fc977f7f1847d1f1.jpg,,,,,
,f48ae52f06f8075c628e6a438e93426f.jpg,,,,,
4,92fde8fdd621998d33ec5688a29dee6f.jpg,CONSTRUCTION_ROAD,1834,36,880,227
4,92fde8fdd621998d33ec5688a29dee6f.jpg,CONSTRUCTION_ROAD,1885,1282,418,150
4,92fde8fdd621998d33ec5688a29dee6f.jpg,CONSTRUCTION_ROAD,1916,1050,809,187
,2579c67bdfeb7882d999e51ac2c0292b.jpg,,,,,
,b1caa54795d3d110f0ebf21c3c6ac3bd.jpg,,,,,
,a4e6a65e580bdae2bfb4632251de9803.jpg,,,,,
7,3ca91b8ef770685b706fd0c2280bf8cf.jpg,BAD_BILLBOARD,1660,945,478,310
,f658eded3a1b62c49c694b89fcbad239.jpg,,,,,
3,a49ad2a5da33a5bf8bd606d33a21f4d4.jpg,GARBAGE,461,75,414,279
,468f809bce4e26f19b97ca5362cfe1f2.jpg,,,,,
,abedee28914370242a01e531aa9cf84e.jpg,,,,,
3,2f2e067fac1417acf33f5a391c3820f7.jpg,GARBAGE,310,5,545,368
,750f51dd1dae4a45f33e621abf7d42ba.jpg,,,,,
4,0a584ddb325ed1ab4083d341280caaa8.jpg,CONSTRUCTION_ROAD,1929,-50,1028,195
4,0a584ddb325ed1ab4083d341280caaa8.jpg,CONSTRUCTION_ROAD,649,-3,564,206
4,0a584ddb325ed1ab4083d341280caaa8.jpg,CONSTRUCTION_ROAD,1925,1263,901,173
,e43e3f2a78d54b579c2f4b93c7c6941a.jpg,,,,,
0,2e6bb40ea6d8f79436b26c02a7f30da9.jpg,GRAFFITI,814,117,623,209
2,2c783e673228bda903f4b9cf518a2599.jpg,POTHOLES,858,184,894,610
,bb4bf2b030d2d68a218d32205b6b2f94.jpg,,,,,
,e895a87a394612fc092f1cc1de08e415.jpg,,,,,
,879f886e13105b9efc7e847651758703.jpg,,,,,
,89b2dbc2a47f5a1f9efeae44288f26bd.jpg,,,,,
,b0ff11fa92db2597700b7a78d18f1fe1.jpg,,,,,
3,2eaff3f8f852a4922384a7f9f8bc4933.jpg,GARBAGE,1907,1317,633,298
,1d21db9462f9f98bb97e7d4608235839.jpg,,,,,
9,70c91870e32ec207a6336afc062cb08f.jpg,CLUTTER_SIDEWALK,1881,4,1050,327
,28f4aa8b0f66b6706da073cec9b3617b.jpg,,,,,
,3960614f4f5edb0bfd380ddac805d2db.jpg,,,,,
,b67ceaaacb0e60c258ecf989877fd275.jpg,,,,,
,94cd483795de717e6784a6e5ace15791.jpg,,,,,
3,063e750e60b2690c3afc445fd4bbf0a7.jpg,GARBAGE,664,150,465,280
4,675498d5f39afa76ec93cd80a9bf2277.jpg,CONSTRUCTION_ROAD,1886,-7,999,270
4,675498d5f39afa76ec93cd80a9bf2277.jpg,CONSTRUCTION_ROAD,674,-15,716,324
,817dd1d4ad113a3d2f66fe648cfcd900.jpg,,,,,
2,68b1cd2697f0ef91584701f3a9bb8744.jpg,POTHOLES,1547,1033,681,504
2,5ecca95b4ebd40726d25101510b93e8e.jpg,POTHOLES,741,223,666,446
,7cffa9959bc80dc4b10dd67917eab1e5.jpg,,,,,
2,189be34daa59c77315015b6fe6c1647f.jpg,POTHOLES,1538,901,787,408
,6ecede73556e2d6ecd61a5c40f4cad55.jpg,,,,,
,6ca6015606c6665e0e8fd2e5923afd7f.jpg,,,,,
,7015ca05781691c917ef09907bbd5dfc.jpg,,,,,
,d78154914ba319b6f62b877e20d3323e.jpg,,,,,
,4792ee432e64122f2933802ac4a05f12.jpg,,,,,
7,a2fcb3d4e934d9b758fcc5e2521d7bc2.jpg,BAD_BILLBOARD,1910,87,462,33
,f01777d4173458fce92cdfb02ff872c8.jpg,,,,,
,4e327c4b788609002906df812e573588.jpg,,,,,
7,525c4079d78dbe4f8245573778b748fa.jpg,BAD_BILLBOARD,1622,1229,381,208
3,525c4079d78dbe4f8245573778b748fa.jpg,GARBAGE,1145,886,593,483
,5ca8b988621b5e104d2f11568852411b.jpg,,,,,
,40568ab9daa461a79c9e5d08a130baa0.jpg,,,,,
,a76aefa9f0a67b05d06a6bda4b4f3601.jpg,,,,,
,8a29d82f844e4dc0e41adc6cf832458a.jpg,,,,,
,84666f5213ac51e18225ecdfc7c49603.jpg,,,,,
3,ef69a3e88e69488eb7328f479f0352f6.jpg,GARBAGE,1915,1623,456,294
8,84381c4b0cddef812d9ddccf69caa6ca.jpg,SAND_ON_ROAD,1195,245,764,437
,f04a4302749c65d76ee8ece303c07358.jpg,,,,,
7,1de0e1e822d3ad5d37742328bd3d92b1.jpg,BAD_BILLBOARD,630,317,391,294
,c6683ab773ae81ba17840a56c7ca393f.jpg,,,,,
,675afaf1c9b09807d8d0e694445dc55a.jpg,,,,,
2,37e9a2281d704437944feafc9f7d5f12.jpg,POTHOLES,1016,649,689,434
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,985,608,381,244
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,1587,1101,417,257
3,a5b9158fdf7f868cfcd278ba37e1a538.jpg,GARBAGE,1899,1237,442,250
,55bfe0c63fbb73639d8d9f95b2106f2d.jpg,,,,,
,db4d5f4a2e9a47b47257108c2a4f8a5f.jpg,,,,,
,1d8f1c3fac226c93b743a6b9b92c1a8b.jpg,,,,,
3,c8b697c0b89d2f097467362817bd3daa.jpg,GARBAGE,232,1,487,363
3,aae67919ecc554ddc32dbd0eb1392cb5.jpg,GARBAGE,1794,1502,807,671
2,2d0f5771336d4998248cc162728a76ff.jpg,POTHOLES,1652,774,1079,627
,dbfc319364fdc777df4e97e1a6e0d4a6.jpg,,,,,
4,972db17ec3df00e12f717fc0e5b24a4e.jpg,CONSTRUCTION_ROAD,646,6,861,65
2,46149b88cb82dbbd0ac07a259640ed5e.jpg,POTHOLES,973,381,629,409
,925de772c4c51966026c575a862ad9a0.jpg,,,,,
,ad173f3a9b7403f69b0240b426bb01fb.jpg,,,,,
,06e02bbeae92d13697e33596ec3c72a3.jpg,,,,,
,a966cfe7c38d95f2b2b7dd50c584b48b.jpg,,,,,
,ed7daca8d33bc593ef85d26abcfdcdbc.jpg,,,,,
5,63607cc6a95739edbf941f86f02e87bf.jpg,BROKEN_SIGNAGE,1103,625,620,363
4,cb3af89f0395ef51f1beb6cbf0bdfbdf.jpg,CONSTRUCTION_ROAD,892,218,532,254
4,cb3af89f0395ef51f1beb6cbf0bdfbdf.jpg,CONSTRUCTION_ROAD,679,20,585,246
,7ed7cf0221bcb0e45f5472d1c67d78d1.jpg,,,,,
